row_id,점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용,적용맥락가중치,맥락가중치합,LLM심각도,판정방식,근거,위험분류_재검토
378,2026-03-31,2026-03,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,감전,감전,개선필요 [하],1.0,1. 액체화물 자재보관 컨테이너 외부 전선의 처짐으로 인한 끝단부의 단선 및 전선 노출로 인한 감전 위험 2. 액체화물 자재보관 컨테이너의 외부 전선이 처지지 않도록 정리 요함,즉시처리,제거·차단,처진 전선 정리 완료,완료,"[군산항 3부두]
1. 액체화물 자재보관 컨테이너 외부 전선의 처짐으로 인한 끝단부의 단선 및 전선 노출로 인한 감전 위험
2. 액체화물 자재보관 컨테이너의 외부 전선이 처지지 않도록 정리 요함",처진 전선 정리 완료,,0,1.0,키워드보정,,
379,2026-03-30,2026-03,경북지사,하역팀,INSPECTOR_13,EHS팀 선임,지사 주관,하역팀,추락,추락,개선필요 [상],3.0,하역팀 호퍼상부 추락방지를 위한 경고표지 부착 및 출입금지조치(쇠사슬) 필요,즉시처리,설치·구조물,"호퍼 이동용 계단 입구 쇠사슬 설치, 추락위험 타포린 표지판 부착, 계단조심 포인트존 표지판 부착",진행(조치 후),하역팀 호퍼상부 추락방지를 위한 경고표지 부착 및 출입금지조치(쇠사슬) 필요,"호퍼 이동용 계단 입구 쇠사슬 설치, 추락위험 타포린 표지판 부착, 계단조심 포인트존 표지판 부착",고소·상부작업,2,4.0,키워드보정,,
380,2026-03-30,2026-03,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,감전,감전,개선필요 [중],2.0,1. 3부두 계근대 사물실 내 누전차단기함 덮개 미설치로 인해 조작 중 감전 위험 2. 누전차단기함을 덮개가 있는 제품으로 새로 교체 요함,즉시처리,설치·구조물,누전차단기함 신규 제품으로 설치 완료,완료,"[군산항 3부두]
1. 3부두 계근대 사물실 내 누전차단기함 덮개 미설치로 인해 조작 중 감전 위험
2. 누전차단기함을 덮개가 있는 제품으로 새로 교체 요함",누전차단기함 신규 제품으로 설치 완료,충전부·고압인근,0,4.0,직접판정,누전차단기함 덮개미설치(충전부) → 기본2+가중2=4,
381,2026-03-27,2026-03,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,추락,추락,개선필요 [상],3.0,안전발판대 상부 추락위험 존재에 따른 경고표지 부착 및 추락방지조치 필요,즉시처리,설치·구조물,"안전발판대 상부 추락방지를 위한 쇠사슬 설치, 타포린 추락위험 표지 부착",진행(조치 후),안전발판대 상부 추락위험 존재에 따른 경고표지 부착 및 추락방지조치 필요,"안전발판대 상부 추락방지를 위한 쇠사슬 설치, 타포린 추락위험 표지 부착",고소·상부작업,2,4.0,키워드보정,,
382,2026-03-27,2026-03,전북지사,전주 동산역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 전주 동산역,충돌,충돌,개선필요 [하],1.0,- 화물차 운전기사 안전의식 제고를 위해 제한속도 도색작업 필요,즉시처리,기타,- 제한속도 도색작업 완료,완료,"[운송팀_전주 동산역]
- 화물차 운전기사 안전의식 제고를 위해 제한속도 도색작업 필요","[운송팀_전주 동산역]
- 제한속도 도색작업 완료",,0,1.0,직접판정,"제한속도 도색, 낮음",
383,2026-03-27,2026-03,전북지사,전주 동산역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 전주 동산역,충돌,충돌,개선필요 [하],1.0,-보행자통로 도색작업 필요,즉시처리,기타,- 보행자통로 도색작업 완료,완료,"[운송팀_전주 동산역]
-보행자통로 도색작업 필요","[운송팀_전주 동산역]
- 보행자통로 도색작업 완료",,0,1.0,키워드보정,,
384,2026-03-27,2026-03,전북지사,전주 동산역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 전주 동산역,충돌,충돌,개선필요 [하],1.0,- 화물차 운전기사 콘체결 임시하차장 도색 작업 필요,즉시처리,기타,- 화물차 운전기사 콘체결 임시하차장 도색 작업 완료,완료,"[운송팀_전주 동산역]
- 화물차 운전기사 콘체결 임시하차장 도색 작업 필요","[운송팀_전주 동산역]
- 화물차 운전기사 콘체결 임시하차장 도색 작업 완료",,0,1.0,키워드보정,,
385,2026-03-27,2026-03,전북지사,전주 동산역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 전주 동산역,충돌,충돌,개선필요 [하],1.0,- 근로자 주차구역과 컨테이너 선적구역 구분을 위해 주차구역 도색작업 필요,즉시처리,기타,- 주차구역 도색작업 완료,완료,"[운송팀_전주 동산역]
- 근로자 주차구역과 컨테이너 선적구역 구분을 위해 주차구역 도색작업 필요","[운송팀_전주 동산역]
- 주차구역 도색작업 완료",,0,1.0,키워드보정,,
386,2026-03-26,2026-03,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,충돌,충돌,개선필요 [하],1.0,물류창고 입구 볼라드 노후화로 인한 일부 탈락으로 차량 충돌 또는 전도 위험 → 볼라드 수리 및 보강 실시,즉시처리,기타,볼라드 수리 및 보강완료,완료,물류창고 입구 볼라드 노후화로 인한 일부 탈락으로 차량 충돌 또는 전도 위험 → 볼라드 수리 및 보강 실시,볼라드 수리 및 보강완료,,0,1.0,키워드보정,,
387,2026-03-26,2026-03,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,관리적미흡,관리적 미흡,개선필요 [중],2.0,근로자 안내용 표지판 부착필요,즉시처리,교육·지도,근로자 안내용 표지판 부착 완료,완료,근로자 안내용 표지판 부착필요,근로자 안내용 표지판 부착 완료,,0,2.0,직접판정,"표지부착 필요, 원등급 유지",
388,2026-03-26,2026-03,강원지사,동해,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 동해,관리적미흡,관리적 미흡,개선필요 [하],1.0,락카 방치 확인 폐기처분 필요,즉시처리,제거·차단,락카 폐기처분 완료,완료,"락카 방치 확인 
폐기처분 필요",락카 폐기처분 완료,,0,1.0,키워드보정,,
389,2026-03-26,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,추락,추락,개선필요 [상],3.0,- 유연탄 1부두 CSU 상부 출입문 고정장치 파손으로 안전사고 위험,,미분류,,진행(조치 전),- 유연탄 1부두 CSU 상부 출입문 고정장치 파손으로 안전사고 위험,,고소·상부작업,2,4.0,키워드보정,,
390,2026-03-26,2026-03,경인지사,안성 2센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 2센터,정리정돈,정리정돈,개선필요 [중],2.0,폐기예정 파레트 정리정돈 및 바리게이트 정렬배치 필요,즉시처리,제거·차단,파레트 정돈 및 바리게이트 정렬 상태 확인/폐기 파레트 일정물량 채워지면 반출 예정,완료,폐기예정 파레트 정리정돈 및 바리게이트 정렬배치 필요,파레트 정돈 및 바리게이트 정렬 상태 확인/폐기 파레트 일정물량 채워지면 반출 예정,,0,2.0,키워드보정,,
391,2026-03-26,2026-03,경인지사,안성 1센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,관리적미흡,관리적 미흡,개선필요 [중],2.0,지게차 시동키 분리 미흡/시동키 분리 및 시건함에 보관 필요,즉시처리,점검·확인,시동키 보관상태 확인,완료,지게차 시동키 분리 미흡/시동키 분리 및 시건함에 보관 필요,시동키 보관상태 확인,,1,2.0,직접판정,"무단운행 위험, 원등급 유지",
392,2026-03-26,2026-03,경인지사,안성 3센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,개선필요 [하],1.0,안전모 착용 표지 탈락으로 재부착 필요,즉시처리,기타,표지 재부착 완료,완료,안전모 착용 표지 탈락으로 재부착 필요,표지 재부착 완료,,0,1.0,키워드보정,,
393,2026-03-25,2026-03,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,전도,전도,개선필요 [중],2.0,문덕창고 사무동 내 계단 핸드레일 사용토록 주의표지 필요,즉시처리,기타,문덕창고 사무동 계단 계단조심 표지 부착,진행(조치 후),문덕창고 사무동 내 계단 핸드레일 사용토록 주의표지 필요,문덕창고 사무동 계단 계단조심 표지 부착,,0,2.0,키워드보정,,
394,2026-03-25,2026-03,전북지사,완주복합물류센터,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 완주복합물류센터,추락,추락,개선필요 [중],2.0,-옥상 수직사다리 출입금지 조치 필요 -위험물 저장소 수직사다리 자물쇠로 관건조치 필요,즉시처리,제거·차단,-옥상 수직사다리 출입금지 조치 완료 -위험물 저장소 수직사다리 자물쇠로 관건조치 완료,완료,"[완주복합물류센터]
-옥상 수직사다리 출입금지 조치 필요
-위험물 저장소 수직사다리 자물쇠로 관건조치 필요","	[완주복합물류센터]
-옥상 수직사다리 출입금지 조치 완료
-위험물 저장소 수직사다리 자물쇠로 관건조치 완료",고소·상부작업,2,4.0,직접판정,옥상(명확한 고소) 사다리 출입관리 미흡 → 기본2+가중2=4,
395,2026-03-25,2026-03,광양지사,태인동,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ 태인동,기타,기타,개선필요 [하],1.0,"""혹서기 체감온도 확인하기"" 표지판 부착(고정) 필요 창고 외벽 부착시 복사열로 인해 측정값 왜곡 우려가 있으므로 창고 내부 기둥에 부착 요함",즉시처리,설치·구조물,"""혹서기 체감온도 확인하기"" 표지판 정위치(창고 내부 기둥) 고정 완료",완료,"<요청사항>
""혹서기 체감온도 확인하기"" 표지판 부착(고정) 필요 
창고 외벽 부착시 복사열로 인해 측정값 왜곡 우려가 있으므로 창고 내부 기둥에 부착 요함  ","""혹서기 체감온도 확인하기"" 표지판 정위치(창고 내부 기둥) 고정 완료",,0,1.0,키워드보정,,
396,2026-03-25,2026-03,광양지사,태인동,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ 태인동,추락,추락,개선필요 [중],2.0,"사업장 내 맨홀이 부식되어 구조적 강도가 저하된 상태, 임시조치로 상부에 철판 및 그레이팅을 덮어 놓음 작업자 통행 시 미끄러짐 위험(그레이팅 미 고정 상태) 및 부식된 맨홀 구간 근로자 추락 위험 임시조치 구역 작업자 식별 가능하도록 안전콘 등으로 위험구간 표시 부식된 맨홀 교체",즉시처리,설치·구조물,맨홀 뚜껑 제작·설치 기존 그레이팅 제거 미끄러짐 및 추락 가능성 제거,완료,"<내용>
사업장 내 맨홀이 부식되어 구조적 강도가 저하된 상태, 임시조치로 상부에 철판 및 그레이팅을 덮어 놓음
<위험요인>
작업자 통행 시 미끄러짐 위험(그레이팅 미 고정 상태) 및 부식된 맨홀 구간 근로자 추락 위험
<요청사항>
임시조치 구역 작업자 식별 가능하도록 안전콘 등으로 위험구간 표시 
부식된 맨홀 교체 ","맨홀 뚜껑 제작·설치
기존 그레이팅 제거
미끄러짐 및 추락 가능성 제거","고소·상부작업, 밀폐공간, 다수인원노출",2,4.0,키워드보정,,
397,2026-03-25,2026-03,경남지사,마산항,INSPECTOR_12,EHS팀 책임,지사 주관,경남지사_ 마산항,충돌,충돌,개선필요 [중],2.0,지게차로 화물을 선측으로 운반하는 반경내 정면위치에 항운노조원이 휴식을 취하기 위해 앉아 있음. 화물의 선측 안착위치를 통제하더라도 휴식 공간 이동조치 필요.,즉시처리,교육·지도,측면으로 위치이동하여 휴식 취할수 있도록 현장 교육 및 즉시 개선조치.,완료,"지게차로 화물을 선측으로 운반하는 반경내 정면위치에 항운노조원이 휴식을 취하기 위해 앉아 있음.
화물의 선측 안착위치를 통제하더라도 휴식 공간 이동조치 필요.
",측면으로 위치이동하여 휴식 취할수 있도록 현장 교육 및 즉시 개선조치.,회전체·협착점인근,1,3.0,키워드보정,,
398,2026-03-25,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,추락,추락,개선필요 [상],3.0,- 유연탄 3부두 CSU F호기 사다리 덮개 파손으로 근로자 이동간 추락 위험 - 임시조치 진행 및 출입금지 표지 부착 완료. - 정비요청 진행 완료 및 해당부두 운전원들 내용 전파 완료.,,미분류,,진행(조치 전),"- 유연탄 3부두 CSU F호기 사다리 덮개 파손으로 근로자 이동간 추락 위험
- 임시조치 진행 및 출입금지 표지 부착 완료.
- 정비요청 진행 완료 및 해당부두 운전원들 내용 전파 완료.",,"고소·상부작업, 다수인원노출",2,4.0,키워드보정,,
399,2026-03-24,2026-03,경북지사,영일만물류센터,INSPECTOR_13,EHS팀 선임,지사 주관,영일만물류센터,전도,전도,개선필요 [중],2.0,영일만 물류센터 사무동 내 계단 핸드레일 사용토록 주의표지 필요,즉시처리,기타,사무동 내 계단 추락위험 표지부착,진행(조치 후),영일만 물류센터 사무동 내 계단 핸드레일 사용토록 주의표지 필요,사무동 내 계단 추락위험 표지부착,,0,2.0,직접판정,"계단 핸드레일 주의표지, 원등급 유지",
400,2026-03-24,2026-03,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,충돌,충돌,개선필요 [중],2.0,의왕CY 철도 선로변 선회(코너)구간에 샤시가 이중으로 주차되어 있어 차량 선회 중 충돌의 위험성 존재,즉시처리,기타,선회구간에 위치한 샤시 이동하여 차량-샤시 간 충돌 위험성 저감,진행(조치 후),의왕CY 철도 선로변 선회(코너)구간에 샤시가 이중으로 주차되어 있어 차량 선회 중 충돌의 위험성 존재,선회구간에 위치한 샤시 이동하여 차량-샤시 간 충돌 위험성 저감,,0,2.0,키워드보정,,
401,2026-03-24,2026-03,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,관리적미흡,관리적 미흡,개선필요 [중],2.0,외부인원 지게차 사용 위험 → 지게차 미사용 시 키 별도 보관 필요,즉시처리,제거·차단,지게차 키 제거 및 협력업체 사무실 보관 완료,완료,외부인원 지게차 사용 위험 → 지게차 미사용 시 키 별도 보관 필요,지게차 키 제거 및 협력업체 사무실 보관 완료,,1,2.0,직접판정,"외부인 지게차사용위험, 원등급 유지",
402,2026-03-24,2026-03,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,관리적미흡,관리적 미흡,개선필요 [중],2.0,의왕CFS 클램프 지게차 현장 운용 시 후미에 공구(절단기)를 올려두고 있어 낙하의 위험이 있음,즉시처리,기타,"클램프 지게차 후미에 공구(절단기) 이동 조치 완료, 지속 관리 예정",진행(조치 후),의왕CFS 클램프 지게차 현장 운용 시 후미에 공구(절단기)를 올려두고 있어 낙하의 위험이 있음,"클램프 지게차 후미에 공구(절단기) 이동 조치 완료, 지속 관리 예정",회전체·협착점인근,1,3.0,직접판정,클램프지게차 후미 절단기 낙하위험 → 기본2+가중1=3,
403,2026-03-24,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,"- 휠로더 5761, 5762호 우측 전조등 미점등 - 상부 작업등 설치로 작업 조도는 충분하나 교체 필요",,미분류,,진행(조치 전),"- 휠로더 5761, 5762호 우측 전조등 미점등
- 상부 작업등 설치로 작업 조도는 충분하나 교체 필요",,고소·상부작업,2,3.0,키워드보정,,
404,2026-03-24,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,관계법규 위반,4.0,- CSU A호기 상부 비상스위치 탈락,즉시처리,설치·구조물,- CSU A호기 상부 비상스위치 설치 완료,완료,- CSU A호기 상부 비상스위치 탈락,- CSU A호기 상부 비상스위치 설치 완료,고소·상부작업,2,4.0,키워드보정,,
405,2026-03-24,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,기타,기타,개선필요 [하],1.0,- CSU A호기 포탈 발끝막이판 변형 발생,,미분류,,진행(조치 전),- CSU A호기 포탈 발끝막이판 변형 발생,,,0,1.0,직접판정,"발끝막이판 변형, 낮음",
406,2026-03-24,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,충돌,충돌,개선필요 [하],1.0,- 휠로더 8563호 인체감지장치중 스피커 탈락 - 작업자 주변 접근시 알림음 미송출,즉시처리,점검·확인,- 휠로더 8563호 인체감지장치중 스피커 장착 - 알림음 정상 송출 확인,완료,"- 휠로더 8563호 인체감지장치중 스피커 탈락
- 작업자 주변 접근시 알림음 미송출","- 휠로더 8563호 인체감지장치중 스피커 장착
- 알림음 정상 송출 확인",,0,1.0,키워드보정,,
407,2026-03-23,2026-03,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,관리적미흡,관리적 미흡,개선필요 [중],2.0,7번창고 안전보건표지 노후화에따른 탈락,즉시처리,설치·구조물,7번창고 앞 안전표지 탈락분 교체 실시,진행(조치 후),7번창고 안전보건표지 노후화에따른 탈락,7번창고 앞 안전표지 탈락분 교체 실시,,0,2.0,키워드보정,,
408,2026-03-23,2026-03,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,화재·폭발,화재,개선필요 [하],1.0,소방호스 사용 후 정리정돈이 편리하도록 거치대 설치,즉시처리,설치·구조물,"소방호스 걸이대 설치 및 보관, 관리 실시",진행(조치 후),소방호스 사용 후 정리정돈이 편리하도록 거치대 설치,"소방호스 걸이대 설치 및 보관, 관리 실시",,0,1.0,키워드보정,,
409,2026-03-23,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 3부두 CSU F호기 최상부 비상정지 스위치 작동 불량,즉시처리,설치·구조물,- 정비진행상태 확인 완료,완료,- 유연탄 3부두 CSU F호기 최상부 비상정지 스위치 작동 불량,- 정비진행상태 확인 완료,고소·상부작업,2,3.0,직접판정,CSU 최상부 비상정지스위치 불량 → 기본1+가중2=3,
410,2026-03-23,2026-03,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,질식,질식,개선필요 [중],2.0,밀폐공간 질식 사고 및 산업재해 발생 시 응급구조 양중함을 이용한 재해자의 신속한 구출 필요 → 와이어 로프(Y자 형식)를 교체하여 인양시간의 단축 및 골든타임 확보,즉시처리,설치·구조물,와이어 로프 교체완료 확인,완료,밀폐공간 질식 사고 및 산업재해 발생 시 응급구조 양중함을 이용한 재해자의 신속한 구출 필요 → 와이어 로프(Y자 형식)를 교체하여 인양시간의 단축 및 골든타임 확보,와이어 로프 교체완료 확인,밀폐공간,2,4.0,키워드보정,,
411,2026-03-23,2026-03,부산지사,우암,INSPECTOR_14,EHS팀 선임,지사 주관,부산지사_ 우암,전도,전도,개선필요 [상],3.0,톤백 무너짐으로 인한 작업자 깔림 위험 → 톤백 주변 작업자 대기금지 및 깔림주의 표지 설치 필요,즉시처리,설치·구조물,깔림주의 표지 설치 완료,완료,톤백 무너짐으로 인한 작업자 깔림 위험 → 톤백 주변 작업자 대기금지 및 깔림주의 표지 설치 필요,깔림주의 표지 설치 완료,,0,3.0,키워드보정,,
412,2026-03-23,2026-03,경인지사,안성 2센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 2센터,충돌,충돌,개선필요 [중],2.0,창고 출입구 충돌방지 반사경 수리 필요,즉시처리,점검·확인,반사경 파손부 조치 확인,완료,창고 출입구 충돌방지 반사경 수리 필요,반사경 파손부 조치 확인,,0,2.0,키워드보정,,
413,2026-03-23,2026-03,경인지사,안성 1센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,화재·폭발,화재,개선필요 [하],1.0,피난유도등 덮개 유도스티커 교체 필요(피난방향과 반대 방향으로 되어 있음),즉시처리,설치·구조물,유도등 덮개 방향 변경조치 확인,완료,피난유도등 덮개 유도스티커 교체 필요(피난방향과 반대 방향으로 되어 있음),유도등 덮개 방향 변경조치 확인,,0,1.0,직접판정,"피난유도등 방향오류, 대응력저하 원등급 유지",
414,2026-03-23,2026-03,경인지사,안성 1센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,관리적미흡,관리적 미흡,개선필요 [하],1.0,소화기 월점검 누락(해당 소화기 점검표에 서명 및 점검사항 기재,즉시처리,점검·확인,소화기 육안점검여부 확인,완료,소화기 월점검 누락(해당 소화기 점검표에 서명 및 점검사항 기재,소화기 육안점검여부 확인,화기·인화물인근,1,2.0,키워드보정,,
415,2026-03-20,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 2부두 CSU D호기 상부 라이트 변색으로 인한 조도 확보 불량 야간작업자 이동간 사고 위험,즉시처리,설치·구조물,- 정비진행 상태 확인 완료,완료,- 유연탄 2부두 CSU D호기 상부 라이트 변색으로 인한 조도 확보 불량 야간작업자 이동간 사고 위험,- 정비진행 상태 확인 완료,,2,1.0,직접판정,"라이트 위치일뿐 작업자 상부작업 아님, 원등급 유지",
416,2026-03-20,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 2부두 CSU D호기 상부 비상정지 스위치 작동 불량,즉시처리,설치·구조물,교체 진행 완료 확인,완료,- 유연탄 2부두 CSU D호기 상부 비상정지 스위치 작동 불량,교체 진행 완료 확인,고소·상부작업,2,3.0,키워드보정,,
417,2026-03-20,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 2부두 CSU D호기 발판 변형 발생,,미분류,,진행(조치 전),- 유연탄 2부두 CSU D호기 발판 변형 발생,,,0,1.0,직접판정,"발판변형, 낮음",
418,2026-03-20,2026-03,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 유연탄 3부두 CSU E호기 BOOM CON'V 비상정지장치 고착으로 작동 불,즉시처리,설치·구조물,정비부서 정비요청 및 23일 교체진행 확인 완료,완료,- 유연탄 3부두 CSU E호기 BOOM CON'V 비상정지장치 고착으로 작동 불,정비부서 정비요청 및 23일 교체진행 확인 완료,회전체·협착점인근,1,2.0,키워드보정,,
419,2026-03-20,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,전도,전도,개선필요 [하],1.0,- CSU C호기 하부 전기실 주변 통로 작업도구 방치,즉시처리,제거·차단,- CSU C호기 하부 전기실 주변 통로 정리정돈,완료,- CSU C호기 하부 전기실 주변 통로 작업도구 방치,- CSU C호기 하부 전기실 주변 통로 정리정돈,,0,1.0,키워드보정,,
420,2026-03-20,2026-03,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [하],1.0,- 항운노조 안전모 건조기 지급후 미사용 - 항운노조에 도보 출퇴근시 착용 및 건조기 상시 사용 전달,즉시처리,보호구지급,- 항운노조 안전모 건조기 사용 확인 - 도보 출퇴근시 착용 확인 및 지속 점검,완료,"- 항운노조 안전모 건조기 지급후 미사용
- 항운노조에 도보 출퇴근시 착용 및 건조기 상시 사용 전달","- 항운노조 안전모 건조기 사용 확인
- 도보 출퇴근시 착용 확인 및 지속 점검",,0,1.0,키워드보정,,
421,2026-03-20,2026-03,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,충돌,충돌,개선필요 [상],3.0,"1) CY부지를 공유하는 타사(천일정기화물)의 경우, 해당 업체의 운전원 편의를 위해 1군 게이트 진출입로 내에 위치한 함을 통해 씰을 주고받는 행위가 이루어지고 있어(보행자가 게이트에 직접 들어가서 씰을 넣어두면 운전원이 하차하지 않고 씰을 가져가는 시스템), 기존에 이미 개선을 진행함 (안전관리자 점검일지, '26.01.16 지적, 개선사항) 2) 건물 내 보관해두던 씰 전달함이 이후 분실되어 약 1주일 가량 이전과 같이 진출입로로 보행자가 들어가서 창틀에 씰을 두고 천일정기화물 기사들에게 전달하고 있는 정황을 확인 / 개선 필요",즉시처리,점검·확인,"타사(천일정기화물) 화물차량 씰 및 배차지시서 전달을 위해 현재는 게이트 사이 공간을 보행하여 들어가는 행위를 하지 않고 있음을 확인, 운영건물 내부의 안전한 위치(별도 보관함)에 씰 및 배차지시서를 전달하고 있는 것으로 확인 완료, 재발 방지 지속 관리 예정",진행(조치 후),"1) CY부지를 공유하는 타사(천일정기화물)의 경우, 해당 업체의 운전원 편의를 위해 1군 게이트 진출입로 내에 위치한 함을 통해 씰을 주고받는 행위가 이루어지고 있어(보행자가 게이트에 직접 들어가서 씰을 넣어두면 운전원이 하차하지 않고 씰을 가져가는 시스템), 기존에 이미 개선을 진행함 (안전관리자 점검일지, '26.01.16 지적, 개선사항)

2) 건물 내 보관해두던 씰 전달함이 이후 분실되어 약 1주일 가량 이전과 같이 진출입로로 보행자가 들어가서 창틀에 씰을 두고 천일정기화물 기사들에게 전달하고 있는 정황을 확인 / 개선 필요","타사(천일정기화물) 화물차량 씰 및 배차지시서 전달을 위해 현재는 게이트 사이 공간을 보행하여 들어가는 행위를 하지 않고 있음을 확인, 운영건물 내부의 안전한 위치(별도 보관함)에 씰 및 배차지시서를 전달하고 있는 것으로 확인 완료, 재발 방지 지속 관리 예정",,0,3.0,키워드보정,,
422,2026-03-20,2026-03,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,추락,추락,개선필요 [상],3.0,간이운전실 최상부 견인고리 체결 해제 및 작업시 추락 위험,즉시처리,설치·구조물,미끄럼방지 패드 설치,완료,간이운전실 최상부 견인고리 체결 해제 및 작업시 추락 위험,미끄럼방지 패드 설치,고소·상부작업,2,4.0,키워드보정,,
423,2026-03-20,2026-03,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,추락,추락,개선필요 [중],2.0,탄 제거 작업시 실족위험,즉시처리,설치·구조물,작업발판 설치,완료,탄 제거 작업시 실족위험,작업발판 설치,,0,2.0,키워드보정,,
424,2026-03-19,2026-03,광양지사,SBC광주공장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ SBC광주공장,관리적미흡,관리적 미흡,개선필요 [중],2.0,"전동지제차 충전기가 별도의 장치 없이 사용 중, 화재 발생 시 초기 확산을 억제할 수 있는 조치 미흡 화재 초기 확산 방지를 위한 자동확산방지 장치가 설치된 전용 보관함 설치 필요 '참고'",즉시처리,설치·구조물,호남센터 전동지게차 충전기 자동확산방지 장치가 설치된 전용 보관함 설치 완료,진행(조치 후),"<내용>
전동지제차 충전기가 별도의 장치 없이 사용 중, 화재 발생 시 초기 확산을 억제할 수 있는 조치 미흡
<요구 사항>
화재 초기 확산 방지를 위한 자동확산방지 장치가 설치된 전용 보관함 설치 필요 '참고'
",호남센터 전동지게차 충전기 자동확산방지 장치가 설치된 전용 보관함 설치 완료,화기·인화물인근,0,3.0,직접판정,전동지게차 충전기 화재확산방지 미흡 → 기본2+가중1=3,
425,2026-03-19,2026-03,광양지사,SBC광주공장,INSPECTOR_10,EHS팀 책임,지사 주관,광양지사_ SBC광주공장,화재·폭발,화재,개선필요 [하],1.0,콘센트에 안전덮개가 설치되어 있지 않음 분진 및 이물질 유입으로 인한 합선 위험 안전덮개 설치 필요,즉시처리,설치·구조물,안전덮개 설치,완료,"[내용]
콘센트에 안전덮개가 설치되어 있지 않음
[위험요인]
분진 및 이물질 유입으로 인한 합선 위험
[요청사항]
안전덮개 설치 필요",안전덮개 설치 ,충전부·고압인근,0,3.0,직접판정,콘센트 안전덮개 없음(충전부) → 기본1+가중2=3,
